[ 2025-05-06 13:51:24,094 ] 17 root - INFO - Initiate the data ingestion
[ 2025-05-06 13:51:38,605 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-05-06 13:51:38,606 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-05-06 13:51:38,606 ] 75 root - INFO - Exporting train and test file path.
[ 2025-05-06 13:51:38,648 ] 84 root - INFO - Exported train and test file path.
[ 2025-05-06 13:51:38,648 ] 19 root - INFO - Data Initiation Completed
[ 2025-05-06 13:51:38,655 ] 23 root - INFO - Initiate the data Validation
[ 2025-05-06 13:51:38,705 ] 34 root - INFO - Required number of columns2
[ 2025-05-06 13:51:38,705 ] 34 root - INFO - Required number of columns2
[ 2025-05-06 13:51:38,817 ] 25 root - INFO - data Validation Completed
[ 2025-05-06 13:51:38,817 ] 28 root - INFO - data Transformation started
[ 2025-05-06 13:51:38,818 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-05-06 13:51:38,818 ] 65 root - INFO - Starting data transformation
[ 2025-05-06 13:51:38,840 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-05-06 13:51:38,840 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-05-06 13:51:38,850 ] 45 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-06 13:51:38,852 ] 49 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-06 13:51:38,852 ] 45 root - INFO - Entered the save_object method of MainUtils class
[ 2025-05-06 13:51:38,854 ] 49 root - INFO - Exited the save_object method of MainUtils class
[ 2025-05-06 13:51:38,855 ] 32 root - INFO - data Transformation completed
[ 2025-05-06 13:51:38,855 ] 33 root - INFO - Model Training stared
